,Title,Application_date,Place_of_work,Company,Url,Description,Date_of_announcement,Region,Site
3162,Voznik tovornega vozila - ADR (cisterne) m/ž,5.3.2021,teren po Sloveniji,Kobal Transporti d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/voznik-tovornega-vozila-adr-cisterne-mz-753489-753489/,"Podjetje KOBAL Transporti d.o.o. je hitro, rastoče, dinamično podjetje z mlado in ambiciozno ekipo. Iz leta v leto se trudimo ter prilagajamo potrebam trga tako, da z različnimi tipi tovornih vozil vse dni v letu oskrbujemo slovenski in evropski t...",3.2.2021,Primorsko-notranjska,optius.com
3163,Elektromonter (m/ž),/,"Ljubljana z okolico, Kočevje, Trbovlje","ELEKTRO LJUBLJANA, podjetje za distribucijo električne energije, d.d.",https://www.mojedelo.com/elektromonter-mz/d-516257,"Vaše naloge bodo: opravljanje elektromonterskih del, opravljanje izterjav pri neplačnikih, vodenje evidenc..",15.2.2021,Zasavska,mojedelo.com
3164,Sistemski analitik m/ž,/,Horjul,Metrel d.d.,https://www.mojedelo.com/sistemski-analitik-mz/d-514865,"Delo obsega: podporo poslovnim procesom z orodji informacijske tehnologije, vodenje projektov s področja poslovne informatike...",29.1.2021,Osrednjeslovenska,mojedelo.com
3165,ČISTILEC - M/Ž,14. 02. 2021,MARIBOR,CELOVITE STORITVE TRGOVINA IN STORITVE D.O.O.,https://www.iskanjedela.si/search-jobs?jobId=2652243&RECENCY=3DAYSAGO&STATE=Osrednjeslovenska,"-IZPRAZNJEVANJE KOŠEV ZA SMETI/PERILO, PO POTREBI MENJAVA VREČKE TER BRISANJE/RIBANJE KOŠEV IN ODNOS/TRANSPORT SMETI/PERILA DO ZBIRNIH MEST NAROČNIKA, BRISANJE PROSTIH DELOVNIH POVRŠIN IN POLIC ODSTRANJEVANJE MADEŽEV IN PRSTNIH ODTISOV S POHIŠTVA,...",09.02.2021,Osrednjeslovenska,iskanjedela.si
3166,Prodajni inženir za področje ravnih streh (m/ž),/,Ljubljana,REKRUTER jkps d.o.o.,https://www.mojedelo.com/prodajni-inzenir-za-podrocje-ravnih-streh-mz/d-515851,"Vodilno podjetje, v svetu razvoja in prodaje gradbenih materialov, išče nove sodelavce. Pridruži se jim!",9.2.2021,Osrednjeslovenska,mojedelo.com
3167,"OBDELOVALEC KOVIN I, OBDELOVALEC KOVIN II V PROGRAMU ODKOVKI V OBRATU ORODJARNA - M/Ž",26. 02. 2021,SLOVENSKE KONJICE,UNIOR KOVAŠKA INDUSTRIJA D.D.,https://www.iskanjedela.si/search-jobs?jobId=2653504&RECENCY=3DAYSAGO&STATE=Savinjska,"IZVAJANJE NALOG OBDELAVE KOVIN, PRIPRAVLJANJE ORODIJ ZA OBDELAVO, UPRAVLJANJE DVIGALA IN ROČNIH TRANSPORTNIH SREDSTEV ",11.02.2021,Savinjska,iskanjedela.si
3168,"PODSEKRETAR V SEKTORJU ZA PRAVNO SISTEMSKE ZADEVE S PODROČJA HRANE, RIBIŠTVA, VETERINARSTVA IN VARSTVA RASTLIN - M/Ž",30. 01. 2021,LJUBLJANA,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",https://www.iskanjedela.si/search-jobs?jobId=2647258&STATE=Osrednjeslovenska,GLEJ OBJAVO NA SPLETNI STRANI: HTTPS://WWW.GOV.SI/ZBIRKE/DELOVNA-MESTA/ ,22.01.2021,Osrednjeslovenska,iskanjedela.si
3169,Mehanik m/ž ,5.3.2021,Ljubljana,Kariera d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/mehanik-mz-755299-755299/,/,18.2.2021,Osrednjeslovenska,optius.com
3170,Skladiščnik (m/ž),18.3.2021,Ljubečna,Šumer d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/skladiscnik-mz-754984-754984/,"Podjetje Šumer d.o.o. pokriva vsa področja industrije, in sicer od razvoja, izdelave, trženja in servisiranja izdelkov, ki so namenjeni tako domačemu kot tujemu trgu. Posredno je mogoče najti izdelke podjetja na skoraj vseh tržiščih sveta, saj so ...",16.2.2021,Podravska,optius.com
3171,Prodajalec (m/ž) - Šentjur,28.2.2021,Šentjur,TEDi Betriebs d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/prodajalec-mz-sentjur-753660-753660/,/,4.2.2021,Savinjska,optius.com
3172,REFERENT VARSTVA PRI DELU - M/Ž,06. 02. 2021,LJUBLJANA,JAVNO PODJETJE VODOVOD KANALIZACIJA SNAGA d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2647434&STATE=Osrednjeslovenska,"DELO OBSEGA SAMOSTOJNO OPRAVLJANJE VSEH DEL IZ PODROČJA, VARSTVA PRI DELU IN POŽARNEGA VARSTVA. ",22.01.2021,Osrednjeslovenska,iskanjedela.si
3173,Upravljalec lahke in težke grabene mehanizacije (m/ž),02.03.2021,Piran,"HARTIS, TRGOVINA, PREVOZNIŠTVO IN GRADBENA MEHANIZACIJA, D.O.O.",https://www.deloglasnik.si/Zaposlitev/279942/Upravljalec-lahke-in-tezke-grabene-mehanizacije-mz/,  Vsa dela in naloge upravljalca lahke in težke gradbene mehanizacije.  Število delovnih mest: 2,16.02.2021,Obalno-kraška,deloglasnik.si
3174,Vodja gradbišča in gradbenih projektov m/ž,/,St.Gallen (Švica),BRIDGE PERSONAL & SERVICE d.o.o.,https://www.mojedelo.com/vodja-gradbisca-in-gradbenih-projektov-mz/d-514532,"Naloge: Gradnja in vodenje industrijskih gradbenih projektov, sodelovanje s podizvajalci, obdelava vseh delovnih nalog, ki se tičejo tega področja, nenehni nadzor učinkovitosti, količin, kakovosti, rokov in stroškov.",27.1.2021,Tujina,mojedelo.com
3175,Prodajalec (m/ž) Velenjka,/,Velenje,Spar Slovenija d.o.o.,https://www.mojedelo.com/prodajalec-mz-velenjka/d-516181,"Vaše naloge bodo: pomoč kupcem pri izbiri blaga, delo na oddelkih in na blagajni, skrb za urejenost trgovine, skrb za dobro založenost prodajnih polic.",12.2.2021,Koroška,mojedelo.com
3176,ELEKTROINSTALATER - M/Ž,20. 03. 2021,PTUJ,"MIKS MONTAŽA, INSTALACIJE, KOVINARSTVO, STORITVE D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2655636&RECENCY=TODAY&STATE=Podravska,IZVEDBA ELEKTROINSTALACIJSKIH DEL NA OBJEKTIH. ,18.02.2021,Podravska,iskanjedela.si
3177,Koordinator za terenske delavce (m/ž),26.02.2021,Maribor,"GREALMONT, pridelava, proizvodnja, gradbeništvo, trgovina, posredništvo, najemi, gostinstvo, promet, svetovanje in storitve d.o.o.",https://www.deloglasnik.si/Zaposlitev/279036/Koordinator-za-terenske-delavce-mz/,  Koordiniranje.,27.01.2021,Podravska,deloglasnik.si
3178,Delavec v proizvodnji,/,Ljubljana-Vič,Gomline d.o.o.,https://www.mojedelo.com/delavec-v-proizvodnji/d-515734,"- izbor in priprava vhodnih surovin,- priprava in zagon proizvodne linije, - medfazni nadzor kakovosti izdelave,- embaliranje in pakiranje,- opremljanje izdelkov s kontrolnimi etiketami,- odvoz izdelkov v izhodno skladišče,- čiščenje delovni...",9.2.2021,Osrednjeslovenska,mojedelo.com
3179,ČISTILKA - M/Ž,29. 01. 2021,NOVA GORICA,OSNOVNA ŠOLA ČEPOVAN,https://www.iskanjedela.si/search-jobs?jobId=2648190&STATE=Gori%C5%A1ka,ČIŠČENJE PROSTOROV ŠOLE IN VRTCA ,26.01.2021,Goriška,iskanjedela.si
3180,DELAVEC ZA RAZREZ NA ŽAGI - M/Ž,18. 02. 2021,RADOVLJICA,"KOVINSKA BLED, KOVINSKO PREDELOVALNE STORITVE, D.D.",https://www.iskanjedela.si/search-jobs?jobId=2652805&RECENCY=3DAYSAGO&STATE=Gorenjska,"IZKUŠNJE PRI RAZREZU JEKLENIH PROFILOV, CEVI NA TRAČNI ŽAGI, MANIPULACIJA S MATERIALOM ",10.02.2021,Gorenjska,iskanjedela.si
3181,Strugar m/ž,/,Maribor,Strojegradnja Horvat d.o.o.,https://www.mojedelo.com/strugar-mz/d-510947,"Medse vabimo novega sodelavca Strugarja m/ž za samostojno izvajanje strugarskih del na CNC-stružnici Mazak, Wagner, Krewema ter na klasični stružnici; sprotna kontrola rezultatov, samostojna priprava programov na stružnici.. Urejen delovni čas, re...",10.2.2021,Pomurska,mojedelo.com
3182,STROJNIK TEŽKE GRABENE MEHANIZACIJE - M/Ž,25. 02. 2021,PTUJ,"BOLKOP, gradbeništvo, trgovina in druge storitve d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2656074&RECENCY=TODAY&STATE=Podravska,"IZKOPI, ZASIPI, NAKLADANJE MATERIALOV ",18.02.2021,Podravska,iskanjedela.si
3183,Tehnolog/programer CNC obdelovalnih strojev,/,Maribor,Ise Industries.Si d.o.o.,https://www.mojedelo.com/tehnologprogramer-cnc-obdelovalnih-strojev/d-516493,Za prijetno podjetje iz Maribora iščemo tehnologa mehanske obdelave.,16.2.2021,Podravska,mojedelo.com
3184,DELAVEC V PROIZVODNJI - M/Ž,21. 02. 2021,NOVA GORICA,"WORKFORCE d.o.o.; WORKFORCE d.o.o., POSLOVNA ENOTA NOVA GORICA",https://www.iskanjedela.si/search-jobs?jobId=2653549&RECENCY=3DAYSAGO&STATE=Gori%C5%A1ka,"PAKIRANJE, ZLAGANJE NA PALETE, DODELAVA IZDELKOV, OSTALA DELA PO NAVODILU NADREJENEGA. ",11.02.2021,Goriška,iskanjedela.si
3185,Vodja kadrovske in splošne službe,/,Maribor,F.A. MAIK d.o.o.,https://www.mojedelo.com/vodja-kadrovske-in-splosne-sluzbe/d-516973,"V družbi F.A. MAIK, ki izvaja celovite logistične storitve, iščemo sodelavca za zasedbo delovnega mesta vodje kadrovske in splošne službe ter obračuna plač. Delovno mesto z visoko stopnjo zaupanja in samostojnosti pri delu. Delo v prijetni ekipi i...",19.02.2021,Podravska,mojedelo.com
3186,Asistent v prodaji (m/ž) v Savinjski regiji,28.2.2021,Žalec,Trenkwalder kadrovske storitve d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/asistent-v-prodaji-mz-v-savinjski-regiji-753041-753041/,"Uspešno mednarodno podjetje gradi na prepričanju, da priznana kakovost izdelkov na eni strani in pravi pristop do strank na drugi strani pomenita trajnostna partnerstva. Zato v tim predanih tehničnih strokovnjakov vabijo asistenta v prodaji. ",29.1.2021,Savinjska,optius.com
3187,Arhitekt za projektiranje zdravstvenih objektov (m/ž)/Architect For The Design Of Healthcare Facilities (m/f),/,Šenčur,Protim Ržišnik Perc arhitekti in inženirji d.o.o.,https://www.mojedelo.com/arhitekt-za-projektiranje-zdravstvenih-objektov-mzarchitect-for-the-design-of-healthcare-facilities-mf/d-512865,"Delovne naloge: strokovno vodenje kompleksnih projektov s področja zdravstva, odgovornost za strokovno, pravočasno in racionalno izvedbo storitev, samostojno opravljanje del in nalog arhitekta ...",3.2.2021,Gorenjska,mojedelo.com
3188,Mesar (m/ž) Ljubljana in okolica,/,Ljubljana in okolica,AGENCIJA AGADO d.o.o.,https://www.mojedelo.com/mesar-mz-ljubljana-in-okolica/d-514618,"Pričakujemo: opravljena srednja živilska šola, smer mesar ali druge sorodne smeri, poznavanje tehnik priprave mesa, bonton, dobra komunikacija in veščine za pomoč strankam, dobre ročne spretnosti, dobro poznavanje podrobnosti mesa, kosov in priprave.",27.1.2021,Osrednjeslovenska,mojedelo.com
3189,Srednja medicinska sestra / Zdravstveni tehnik,19.02.2021,Kamnik,DOM STAREJŠIH OBČANOV KAMNIK,https://www.deloglasnik.si/Zaposlitev/279670/Srednja-medicinska-sestra-Zdravstveni-tehnik/,  - izvajanje osnovne in zdravstvene nege - organizacija dela na negovalnem oddelku - izvajanje medicinsko tehničnih posegov po naročilu nadrejenih - sodelovanje pri razdeljevanju hrane in hranjenje - delitev zdravil in nadzor nad dajanjem zdravil...,11.02.2021,Osrednjeslovenska,deloglasnik.si
3190,SREDNJA MEDICINSKA SESTRA V AMBULANTI OZ. SREDNJI ZDAVSTVENIK (Ž/M) - M/Ž,24. 02. 2021,LENART,ZDRAVSTVENI DOM LENART,https://www.iskanjedela.si/search-jobs?jobId=2656245&RECENCY=TODAY&STATE=Podravska,"DELA IN NALOGE SREDNJE MEDICINSKE SESTRE OZ. SREDNJEGA ZDRAVSTVENIKA V AMBULANTI ZA DOLOČEN ČAS, PREDVSEM POMOČ PRI DELU V COVID AMBULANTI ",19.02.2021,Podravska,iskanjedela.si
3191,Merilec (m/ž),27.2.2021,"Celje, Okolica Celja",Workforce d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/merilec-mz-752976-752976/,Tehnološko napredno podjetje išče okrepitve na področju proizvodnega dela. ,28.1.2021,Savinjska,optius.com
3192,INFORMATIK - M/Ž,02. 02. 2021,KAMNIK,"UVECTO, finančne, intelektualne storitve in trgovina, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648396&STATE=Osrednjeslovenska,"DELO V SPROŠČENEM PISARNIŠKEM OKOLJU. DELO ZAJEMA UREJANJE PROGRAMSKE KODE (HTML, CSS, DELNO JS), UREJANJE SPLETNIH STRANI. DELO S PODATKOVNIMI BAZAMI. ZAŽELENO ZNANJE UREJANJA FOTOGRAFIJ IN VIDEOV. OSEBA MORA BITI DOBRO ORGANIZIRANA, IZREDNO NATA...",26.01.2021,Osrednjeslovenska,iskanjedela.si
3193,SERVISER GOSTINSKE OPREME - M/Ž,06. 03. 2021,KRANJ,LEDO SERVIS TRGOVINA SERVIS MONTAŽA IGNAC VIDMAR S.P.,https://www.iskanjedela.si/search-jobs?jobId=2636999&RECENCY=TODAY&STATE=Gorenjska,MONTAŽA SERVIS IN VZDRŽEVANJE GOSTINSKE OPREME IN KLIMA NAPRAV ,19.02.2021,Gorenjska,iskanjedela.si
3194,KLINIČNI PSIHOLOG SPECIALIST - M/Ž,13. 03. 2021,POSTOJNA,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",https://www.iskanjedela.si/search-jobs?jobId=2589682&RECENCY=3DAYSAGO&STATE=Primorsko-notranjska,"KLINIČNA PSIHOLOŠKA DIAGNOSTIKA OTROK, MLADOSTNIKOV, NEVROPSIHOLOŠKA DIAGNOSTIKA, PSIHOTERAPEVTSKA OBRAVNAVA, NEVROPSIHOLOŠKA REHABILITACIJA, SODELOVANJE S SODELAVCI IN STROKOVNIMI TIMI, VODENJE PSIHOLOŠKE DOKUMENTACIJE. ZAPOSLITEV SE IZVEDE V OKV...",11.02.2021,Primorsko-notranjska,iskanjedela.si
3195,Programer (m/ž),18.03.2021,Maribor,"RELIDEA, multimedijske rešitve. d.o.o.",https://www.deloglasnik.si/Zaposlitev/279931/Programer-mz/,  Programiranje in oblikovanje.,16.02.2021,Podravska,deloglasnik.si
3196,UPRAVLJALEC STROJA II - M/Ž,11. 02. 2021,SLOVENSKE KONJICE,WEILER Abrasives d.o.o.; WEILER Abrasives d.o.o. PE,https://www.iskanjedela.si/search-jobs?jobId=2651780&RECENCY=3DAYSAGO&STATE=Savinjska,"IZDELOVANJE VSEH VRST BRUSOV IN DRUGIH IZDELKOV TER POLIZDELKOV NA STROJIH (STISKALNICAH, POLAVTOMATIH, LINIJAH), SPLOŠNE NASTAVITVE STROJEV ALI NAPRAV, PREVENTIVNA VZDRŽEVALNA DELA. ",05.02.2021,Savinjska,iskanjedela.si
3197,Retail Business Manager / Vodja segmenta maloprodaje,/,Ljubljana,Wolt d.o.o. Ljubljana,https://www.mojedelo.com/retail-business-manager-vodja-segmenta-maloprodaje/d-516020,"Wolt v Sloveniji zelo hitro raste vse od vstopa na trg jeseni 2019. Iščemo vodjo Retail segmenta, ki bo razvijal in širil Retail ponudbo na platformi v Sloveniji. Gre za nov segment tako za Wolt kot tudi za uporabnike, ki je popolno dopolnilo naši...",11.2.2021,Osrednjeslovenska,mojedelo.com
3198,Pomožni delavec v proizvodnji (m/ž),05.03.2021,Ljubljana,"Atama agencija za zaposlovanje, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279414/Pomozni-delavec-v-proizvodnji-mz/,"  Novi pomožni sodelavci v proizvodnji se bodo pridružili ekipi (vsaj 100 zaposlenih) uspešnega podjetja, ki se ukvarja s proizvodnjo lahke kovinske embalaže v Ljubljani. So podjetje, ki sodelujejo znotraj mednarodnih nivojev, tako da so stabilno,...",03.02.2021,Osrednjeslovenska,deloglasnik.si
3199,CNC operater / proizvodni delavec (m/ž),11.3.2021,Križe pri Tržiču,"Intec MKD, d.o.o.",https://www.optius.com/iskalci/prosta-delovna-mesta/cnc-operater-proizvodni-delavec-mz-754184-754184/,Intec MKD je podjetje z dolgoletno tradicijo na področju razvoja in izdelave kovinskih delov in ohišij za področje industrijske uporabe. Podjetje je izvozno usmerjeno in večino prodaje generira na trgih EU. Osredotoča se na zelo zahtevne izdelke s...,9.2.2021,Gorenjska,optius.com
3200,VODJA GOSTINSTVA - M/Ž,23. 03. 2021,BREŽICE,"TERME PARADISO, CVETKOVIČ MARJAN S.P.",https://www.iskanjedela.si/search-jobs?jobId=2653205&RECENCY=3DAYSAGO&STATE=Posavska,"VODENJE GOSTINSKEGA DELA LOKALA KUHINJE IN NATAKARJEV, MOTIVIRANJE ZAPOSLENIH, ORGANIZACIJA SKUPIN.... ",11.02.2021,Posavska,iskanjedela.si
3201,DIPLOMIRANA MEDICINSKA SESTRA V NEGOVALNI ENOTI -INTERNISTIČNA SLUŽBA - M/Ž,31. 01. 2021,JESENICE,SPLOŠNA BOLNIŠNICA JESENICE,https://www.iskanjedela.si/search-jobs?jobId=2594294&STATE=Gorenjska,"IZVAJANJE ZDRAVSTVENE NEGE PACIENTA V OKVIRU AKTIVNOSTI IN KOMPETENC NA VI. ST. ZAHTEVNOSTI V ZDRAVSTVENI NEGI -NAČRTOVANJE, IZVAJANJE IN VREDNOTENJE PROCESNE METODE DELA, -SODELOVANJE S CELOTNIM ZDRAVSTVENIM TIMOM V OKVIRU CELOTNE OBRAVNAVE PACIE...",21.01.2021,Gorenjska,iskanjedela.si
3202,EDI Programer (m/ž),/,Ljubljana,ADECCO H.R. d.o.o.,https://www.mojedelo.com/edi-programer-mz/d-514787,"Adecco H.R. d.o.o., vodilno mednarodno podjetje na področju upravljanja s človeškimi viri za svojega naročnika išče novega sodelavca/ko.",29.1.2021,Savinjska,mojedelo.com
3203,HR Administrator m/ž,10.3.2021,Brnik,Kuehne + Nagel d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/hr-administrator-mz-754709-754709/,/,12.2.2021,Gorenjska,optius.com
3204,Pomožni delavec - pomočnik pri suhomontažnih delih (m/ž),24.02.2021,Slovenj Gradec,"MONTAŽER ZALOŽNIK, ZAKLJUČNA DELA V GRADBENIŠTVU, d.o.o.",https://www.deloglasnik.si/Zaposlitev/278930/Pomozni-delavec-pomocnik-pri-suhomontaznih-delih-mz/,  - pomoč pri izvedbi suhomontažnih del - opravljanje raznih del...,25.01.2021,Koroška,deloglasnik.si
3205,Delavec v proizvodnji m/ž,17.3.2021,Hoče,Walstead Leykam tiskarna d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/delavec-v-proizvodnji-mz-754907-754907/,"WALSTEAD LEYKAM tiskarna, d. o. o., je del skupine Leykam Let’s Print Holding, ki je vodilna družba na področju offset rotacijskega tiska v Sloveniji, Avstriji in na Češkem ter šteje v Evropi k trem najboljšim na tem tržišču. Leykam Let’s Print ra...",15.2.2021,Podravska,optius.com
3206,SISTEMSKI INŽENIR - M/Ž,04. 02. 2021,NOVA GORICA,PARCOM INŽENIRING IN TRGOVINA D.O.O. NOVA GORICA,https://www.iskanjedela.si/search-jobs?jobId=2647630&STATE=Gori%C5%A1ka,"VZDRŽEVANJE, TEHNICNA PODPORA, INSTALACIJA STREŽNIŠKE IN KOMUNIKACIJSKE INFRASTRUKTURE. TEHNICNA PODPORA, POMOC UPORABNIKOM IN SVETOVANJE STRANKAM PRI NAKUPU RACUNALNIŠKE OPREME. ",25.01.2021,Goriška,iskanjedela.si
3207,Mednarodni koordinator oskrbe,/,Rače,ALBAUGH TKI d.o.o.,https://www.mojedelo.com/mednarodni-koordinator-oskrbe/d-514602,"Opis: Ključni stik za kupce v tujini in mednarodne vodje prodaje, izdelava naročila za stranke, potrditev naročila in spremljanje naročil, nenehno obveščanje strank o stanju naročila, pregled nad naročili in faktu...",5.2.2021,Podravska,mojedelo.com
3208,Vodja Financ,/,Ljubljana,Britanska šola d.o.o.,https://www.mojedelo.com/vodja-financ/d-515374,"Vodja Financ opravlja računovodska dela v manjšem podjetju, zadolžen je za planiranje, porabo sredstev in poročanje angleškemu lastniku. Več o šoli si lahko preberete na povezavi ////www.britishschool.si. ",16.2.2021,Osrednjeslovenska,mojedelo.com
3209,Mesar (m/ž),28.02.2021,Tržič,Mercator d.d.,https://www.deloglasnik.si/Zaposlitev/279454/Mesar-mz/,  K sodelovanju vabimo nove sodelavce za delo na delovnem mestu:  Mesar (m/ž) v Tržiču.  Vaše delo bo zajemalo: - prodajo mesa in mesnih izdelkov - razkosavanje mesa in pripravo mesnih izdelkov za prodajo - svetovanje kupcem in seznanjanje z novos...,03.02.2021,Gorenjska,deloglasnik.si
3210,VZGOJITELJ PREDŠOLSKIH OTROK - POMOČNIK VZGOJITELJA - M/Ž,12. 02. 2021,DOMŽALE,VRTEC DOMŽALE,https://www.iskanjedela.si/search-jobs?jobId=2652232&RECENCY=3DAYSAGO&STATE=Osrednjeslovenska,DELO V SKUPINI S PREDŠOLSKIMI OTROKI - POKRIVANJE SOČASNOSTI V ODDELKIH ENOTE ZAVODA (NADOMEŠČANJE DELAVKE DO 3 MESECEV). ,09.02.2021,Osrednjeslovenska,iskanjedela.si
3211,Serviser na terenu - Osrednja Slovenija (m/ž),/,Osrednja Slovenija,"Jungheinrich, d.o.o.",https://www.mojedelo.com/serviser-na-terenu-osrednja-slovenija-mz/d-516233,"Tvoje najpomembnejše naloge bodo: redna periodična vzdrževanja ter popravila strojev, diagnosticiranje in odpravljanje napak na strojih in sistemih, naročanje nadomestnih delov in ustrezno vodenje zalog, poročanje nadrejenim o opravljenem delu...",12.2.2021,Osrednjeslovenska,mojedelo.com
3212,GENERALNI DIREKTOR UNIVERZITETNE PSIHIATRIČNE KLINIKE LJUBLJANA - M/Ž,11. 02. 2021,LJUBLJANA,Univerzitetna psihiatrična klinika Ljubljana,https://www.iskanjedela.si/search-jobs?jobId=2647166&STATE=Osrednjeslovenska,"GENERALNI DIREKTOR PREDSTAVLJA IN ZASTOPA UNIVERZITETNO PSIHIATRIČNO KLINIKO LJUBLJANA, ORGANIZIRA, VODI IN NADZIRA DELO, IZVRŠUJE SKLEPE USTANOVITELJA IN SVETA, SVETU PREDLAGA LETNI PLAN IN FINANČNI NAČRT, SVETU PREDLAGA LETNO POROČILO S POSLOVNI...",22.01.2021,Osrednjeslovenska,iskanjedela.si
3213,PRODAJALEC MOTORNIH KOLES - M/Ž,19. 02. 2021,CELJE,"VERTEKS TG TISKARSTVO, PROIZVODNJA, TRGOVINA, PROMET IN STORITVE, D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2651838&RECENCY=3DAYSAGO&STATE=Savinjska,"PRODAJA MOTORNIH KOLES, DODATNE OPREME, REZERVNIH DELOV TER MATERIALA ZA VZDRŽEVANJE MOTORNIH KOLES, DELOVNI ČAS DVOIZMENSKO OD 9.-16. URE/10.-18. URE TER DVE SOBOTI MESEČNO OD 9.-13.URE ",05.02.2021,Savinjska,iskanjedela.si
3214,KUHAR IV - M/Ž,19. 02. 2021,PTUJ,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,https://www.iskanjedela.si/search-jobs?jobId=2653385&RECENCY=3DAYSAGO&STATE=Podravska,PRIPRAVA HRANE ,11.02.2021,Podravska,iskanjedela.si
3215,VZDRŽEVALEC CEST - M/Ž,12. 03. 2021,NOVO MESTO,"RCS, kadrovske in gradbene storitve, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2652699&RECENCY=3DAYSAGO&STATE=Jugovzhodna%20Slovenija,VZDRŽEVALEC CEST ,10.02.2021,Jugovzhodna Slovenija,iskanjedela.si
3216,Oblikovalec kovin (m/ž) v Ljutomeru,/,Ljutomer,Trenkwalder d.o.o.,https://www.mojedelo.com/oblikovalec-kovin-mz-v-ljutomeru/d-515662,"Bi si želeli zaposlitve v okolju s sodobno tehnološko opremo in urejenimi proizvodnimi prostori? Ste tehnično usmerjena oseba, ki si želi zaposlitve v inovativnem okolju? Potem ste prava oseba za priznano podjetje v Pomurju, ki v svoj kolektiv vab...",5.2.2021,Pomurska,mojedelo.com
3217,Strokovnjak za vitko proizvodnjo (m/ž),13.03.2021,Ljubljana,Trenkwalder d.o.o.,https://www.deloglasnik.si/Zaposlitev/279673/Strokovnjak-za-vitko-proizvodnjo-mz/,  Novi sodelavec bo v podjetju odgovoren za doseganje vsakdanje odličnosti.   Njegove glavne delovne naloge bodo: - skrb za uvajanje in iskanje izboljšav vitke proizvodnje na ravni podjetja - vodenje sprememb in reševanje procesnih izboljšav z upo...,11.02.2021,Osrednjeslovenska,deloglasnik.si
3218,VODJA PROJEKTA-ZA PROGRAM DIGITALIZACIJE NA PODROČJU MOBILNOSTI - M/Ž,09. 02. 2021,LJUBLJANA,"SLOVENSKE ŽELEZNICE, D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2648323&STATE=Osrednjeslovenska,"- POMOČ PRI URESNIČEVANJU PROGRAMOV DIGITALIZACIJE - RAZVOJ POSAMEZNIH DEJAVNOSTI Z UVAJANJEM DIGITALNIH TEHNOLOGIJ, V SKLADU Z NAJBOLJŠIMI PRAKSAMI ZA POSAMEZNO DEJAVNOST ALI PODROČJE. ",26.01.2021,Osrednjeslovenska,iskanjedela.si
3219,POSPEŠEVALEC PRODAJE - M/Ž,20. 03. 2021,MOZIRJE,RAZPOTJE turizem d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2656019&RECENCY=TODAY&STATE=Savinjska,"POSPEŠEVANJE PRODAJE, DIGITALIZACIJA MARKETINGA, UREJANJE SPLETNE STRANI, UREJANJE IN VZDRŽEVANJE SPLETNE TRGOVINE, POZNAVANJE ZAKONA O DDV ",18.02.2021,Savinjska,iskanjedela.si
